2023-03-12T10:25:57.308+01:00 r=e813889d9ba3 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses?name=O&description=&bornBefore=&sex=&ownerName= UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:25:57.312+01:00 r=e813889d9ba3 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-6] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2023-03-12T10:25:57.321+01:00 r=e813889d9ba3 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses?name=O&description=&bornBefore=&sex=&ownerName= status=200 time=11ms
2023-03-12T10:25:58.648+01:00 r=91f73ad91e8a ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses?name=&description=&bornBefore=&sex=&ownerName= UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:25:58.652+01:00 r=91f73ad91e8a ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-7] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2023-03-12T10:25:58.659+01:00 r=91f73ad91e8a ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses?name=&description=&bornBefore=&sex=&ownerName= status=200 time=9ms
2023-03-12T10:25:59.214+01:00 r=c41bbb0e42c3 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses?name=o&description=&bornBefore=&sex=&ownerName= UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:25:59.217+01:00 r=c41bbb0e42c3 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-9] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2023-03-12T10:25:59.224+01:00 r=c41bbb0e42c3 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses?name=o&description=&bornBefore=&sex=&ownerName= status=200 time=9ms
2023-03-12T10:25:59.749+01:00 r=137b42982ebe ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses?name=&description=&bornBefore=&sex=&ownerName= UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:25:59.752+01:00 r=137b42982ebe ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-10] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2023-03-12T10:25:59.758+01:00 r=137b42982ebe ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses?name=&description=&bornBefore=&sex=&ownerName= status=200 time=7ms
2023-03-12T10:26:04.977+01:00 r=376dacdbf7de ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:26:04.980+01:00 r=376dacdbf7de ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-3] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2023-03-12T10:26:04.985+01:00 r=376dacdbf7de ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=5ms
2023-03-12T10:26:08.022+01:00 r=e70894f30934 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses?name=n&description=&bornBefore=&sex=&ownerName= UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:26:08.025+01:00 r=e70894f30934 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-1] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2023-03-12T10:26:08.029+01:00 r=e70894f30934 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses?name=n&description=&bornBefore=&sex=&ownerName= status=200 time=6ms
2023-03-12T10:26:13.196+01:00 r=4eeedbffb525 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses?name=&description=&bornBefore=&sex=&ownerName= UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:26:13.200+01:00 r=4eeedbffb525 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-2] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2023-03-12T10:26:13.207+01:00 r=4eeedbffb525 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses?name=&description=&bornBefore=&sex=&ownerName= status=200 time=9ms
2023-03-12T10:26:16.822+01:00 r=8892b48c1b2f ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:26:16.825+01:00 r=8892b48c1b2f ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-4] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2023-03-12T10:26:16.830+01:00 r=8892b48c1b2f ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=6ms
2023-03-12T10:26:19.366+01:00 r=31270026cb4b ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses?name=c&description=&bornBefore=&sex=&ownerName= UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:26:19.369+01:00 r=31270026cb4b ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-8] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2023-03-12T10:26:19.376+01:00 r=31270026cb4b ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses?name=c&description=&bornBefore=&sex=&ownerName= status=200 time=8ms
2023-03-12T10:26:21.407+01:00 r=77f6fd505d8f ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses?name=&description=&bornBefore=&sex=&ownerName= UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:26:21.410+01:00 r=77f6fd505d8f ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-5] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2023-03-12T10:26:21.414+01:00 r=77f6fd505d8f ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses?name=&description=&bornBefore=&sex=&ownerName= status=200 time=6ms
2023-03-12T10:26:22.483+01:00 r=6e8a417275ef ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses?name=C&description=&bornBefore=&sex=&ownerName= UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:26:22.486+01:00 r=6e8a417275ef ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-6] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2023-03-12T10:26:22.491+01:00 r=6e8a417275ef ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses?name=C&description=&bornBefore=&sex=&ownerName= status=200 time=8ms
2023-03-12T10:26:22.960+01:00 r=aa3840a913be ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses?name=&description=&bornBefore=&sex=&ownerName= UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:26:22.963+01:00 r=aa3840a913be ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-7] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2023-03-12T10:26:22.969+01:00 r=aa3840a913be ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses?name=&description=&bornBefore=&sex=&ownerName= status=200 time=8ms
2023-03-12T10:26:24.299+01:00 r=92307522ecd1 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses?name=s&description=&bornBefore=&sex=&ownerName= UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:26:24.302+01:00 r=92307522ecd1 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-9] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2023-03-12T10:26:24.307+01:00 r=92307522ecd1 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses?name=s&description=&bornBefore=&sex=&ownerName= status=200 time=6ms
2023-03-12T10:26:25.110+01:00 r=e25d27a574d3 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses?name=&description=&bornBefore=&sex=&ownerName= UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:26:25.113+01:00 r=e25d27a574d3 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-10] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2023-03-12T10:26:25.119+01:00 r=e25d27a574d3 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses?name=&description=&bornBefore=&sex=&ownerName= status=200 time=7ms
2023-03-12T10:26:26.127+01:00 r=3e5049597863 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses?name=r&description=&bornBefore=&sex=&ownerName= UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:26:26.130+01:00 r=3e5049597863 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-3] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2023-03-12T10:26:26.134+01:00 r=3e5049597863 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses?name=r&description=&bornBefore=&sex=&ownerName= status=200 time=6ms
2023-03-12T10:26:26.724+01:00 r=f35b41c36486 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses?name=&description=&bornBefore=&sex=&ownerName= UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:26:26.726+01:00 r=f35b41c36486 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-1] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2023-03-12T10:26:26.731+01:00 r=f35b41c36486 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses?name=&description=&bornBefore=&sex=&ownerName= status=200 time=6ms
2023-03-12T10:26:43.249+01:00 r=83331da94bd8 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : >>> OPTIONS /horses/6 UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:26:43.251+01:00 r=83331da94bd8 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : <<< OPTIONS /horses/6 status=200 time=1ms
2023-03-12T10:26:43.257+01:00 r=c7fa0c2b7e07 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : >>> DELETE /horses/6 UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:26:43.265+01:00 r=c7fa0c2b7e07 ip=0:0:0:0:0:0:0:1  WARN 13184 --- [http-nio-8080-exec-4] ocalVariableTableParameterNameDiscoverer : Using deprecated '-debug' fallback for parameter name resolution. Compile the affected code with '-parameters' instead or avoid its introspection: at.ac.tuwien.sepm.assignment.individual.rest.HorseEndpoint
2023-03-12T10:26:43.266+01:00 r=c7fa0c2b7e07 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-4] a.a.t.s.a.individual.rest.HorseEndpoint  : DELETE /horses/6
2023-03-12T10:26:43.278+01:00 r=c7fa0c2b7e07 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : <<< DELETE /horses/6 status=200 time=20ms
2023-03-12T10:26:43.290+01:00 r=4c0cc11efdf5 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : >>> GET /horses UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:26:43.292+01:00 r=4c0cc11efdf5 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-8] a.a.t.s.a.individual.rest.HorseEndpoint  : GET /horses
2023-03-12T10:26:43.298+01:00 r=4c0cc11efdf5 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : <<< GET /horses status=200 time=8ms
2023-03-12T10:28:11.613+01:00 r=14c7c2ef7449 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : >>> POST /h2-console/query.do?jsessionid=71c9a8ffdc8ef58ec952b7c9533a35ae UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:28:11.647+01:00 r=14c7c2ef7449 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : <<< POST /h2-console/query.do?jsessionid=71c9a8ffdc8ef58ec952b7c9533a35ae status=200 time=33ms
2023-03-12T10:28:11.661+01:00 r=9aa70da358f6 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : >>> GET /h2-console/stylesheet.css UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:28:11.679+01:00 r=9aa70da358f6 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : <<< GET /h2-console/stylesheet.css status=200 time=17ms
2023-03-12T10:28:11.705+01:00 r=0e6be82f694e ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : >>> GET /h2-console/login.jsp?jsessionid=1d1c84e4a515121e47161958b1b0784a UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:28:11.716+01:00 r=0e6be82f694e ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : <<< GET /h2-console/login.jsp?jsessionid=1d1c84e4a515121e47161958b1b0784a status=200 time=10ms
2023-03-12T10:28:11.810+01:00 r=a2ee6cf98524 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : >>> GET /h2-console/background.gif UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:28:11.816+01:00 r=a2ee6cf98524 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : <<< GET /h2-console/background.gif status=200 time=5ms
2023-03-12T10:28:11.823+01:00 r=6e5c51537538 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : >>> GET /h2-console/login.jsp UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:28:11.825+01:00 r=6e5c51537538 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : <<< GET /h2-console/login.jsp status=200 time=1ms
2023-03-12T10:28:11.932+01:00 r=0b050bbef7f4 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : >>> GET /h2-console/login.jsp?jsessionid=db727f3e19949debc7f4367dca633ae0 UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:28:11.936+01:00 r=0b050bbef7f4 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : <<< GET /h2-console/login.jsp?jsessionid=db727f3e19949debc7f4367dca633ae0 status=200 time=3ms
2023-03-12T10:28:13.497+01:00 r=532a359c44ca ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : >>> POST /h2-console/login.do?jsessionid=db727f3e19949debc7f4367dca633ae0 UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:28:13.509+01:00 r=532a359c44ca ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : <<< POST /h2-console/login.do?jsessionid=db727f3e19949debc7f4367dca633ae0 status=200 time=11ms
2023-03-12T10:28:13.576+01:00 r=ce69c06f2ece ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : >>> GET /h2-console/header.jsp?jsessionid=db727f3e19949debc7f4367dca633ae0 UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:28:13.576+01:00 r=d7668d938f7d ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-8] a.a.t.s.a.individual.config.LogFilter    : >>> GET /h2-console/tables.do?jsessionid=db727f3e19949debc7f4367dca633ae0 UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:28:13.577+01:00 r=2f7102b36e00 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : >>> GET /h2-console/query.jsp?jsessionid=db727f3e19949debc7f4367dca633ae0 UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:28:13.578+01:00 r=87fc1f123d78 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : >>> GET /h2-console/help.jsp?jsessionid=db727f3e19949debc7f4367dca633ae0 UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:28:13.580+01:00 r=87fc1f123d78 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : <<< GET /h2-console/help.jsp?jsessionid=db727f3e19949debc7f4367dca633ae0 status=200 time=1ms
2023-03-12T10:28:13.580+01:00 r=ce69c06f2ece ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-4] a.a.t.s.a.individual.config.LogFilter    : <<< GET /h2-console/header.jsp?jsessionid=db727f3e19949debc7f4367dca633ae0 status=200 time=3ms
2023-03-12T10:28:13.582+01:00 r=2f7102b36e00 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-5] a.a.t.s.a.individual.config.LogFilter    : <<< GET /h2-console/query.jsp?jsessionid=db727f3e19949debc7f4367dca633ae0 status=200 time=4ms
2023-03-12T10:28:13.629+01:00 r=3df4975f7e2b ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : >>> GET /h2-console/icon_help.gif UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:28:13.631+01:00 r=3df4975f7e2b ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-7] a.a.t.s.a.individual.config.LogFilter    : <<< GET /h2-console/icon_help.gif status=200 time=1ms
2023-03-12T10:28:13.631+01:00 r=6953c5134c02 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : >>> GET /h2-console/icon_history.gif UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:28:13.634+01:00 r=6953c5134c02 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-9] a.a.t.s.a.individual.config.LogFilter    : <<< GET /h2-console/icon_history.gif status=200 time=1ms
2023-03-12T10:28:13.666+01:00 r=ce9666c96f86 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : >>> GET /h2-console/icon_run.gif UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:28:13.666+01:00 r=79effce8a1fd ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : >>> GET /h2-console/icon_disconnect.gif UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:28:13.667+01:00 r=8522c9f2b29a ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : >>> GET /h2-console/icon_run_selected.gif UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:28:13.667+01:00 r=a583015c3e3f ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : >>> GET /h2-console/icon_line.gif UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
2023-03-12T10:28:13.669+01:00 r=8522c9f2b29a ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-1] a.a.t.s.a.individual.config.LogFilter    : <<< GET /h2-console/icon_run_selected.gif status=200 time=1ms
2023-03-12T10:28:13.669+01:00 r=79effce8a1fd ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-3] a.a.t.s.a.individual.config.LogFilter    : <<< GET /h2-console/icon_disconnect.gif status=200 time=3ms
2023-03-12T10:28:13.669+01:00 r=ce9666c96f86 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-10] a.a.t.s.a.individual.config.LogFilter    : <<< GET /h2-console/icon_run.gif status=200 time=3ms
2023-03-12T10:28:13.672+01:00 r=a583015c3e3f ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-2] a.a.t.s.a.individual.config.LogFilter    : <<< GET /h2-console/icon_line.gif status=200 time=4ms
2023-03-12T10:28:13.672+01:00 r=24e2467bd6a6 ip=0:0:0:0:0:0:0:1  INFO 13184 --- [http-nio-8080-exec-6] a.a.t.s.a.individual.config.LogFilter    : >>> GET /h2-console/icon_disconnect.gif UA=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36
